id,value
898,9201885.059872936
899,4569042.464068911
904,10294754.216170274
906,9873338.888762426
907,7476975.005832164
910,7905216.069926821
915,861242.4768342244
917,9120341.532561919
919,11063458.125510331
925,6923347.015580153
928,6430308.760060309
940,3643137.738639187
945,9587196.338150796
946,8377568.810172404
951,8217766.728471038
953,11729697.205076424
959,4434437.6989953825
961,7325459.391626189
963,5865756.499066636
965,5572541.645069959
971,5032617.870226125
973,6488545.761216557
983,4446375.633248053
985,9045386.21287331
997,5471165.868979476
998,6034975.589085863
999,8492880.224394754
1004,2633173.9935992267
1012,6155428.141287426
1014,11245767.104248311
1021,5001193.3703532
1024,9818530.72624387
1028,10441019.795761641
1034,7676568.937199432
1037,5818195.809530201
1038,12398905.346124927
1041,7991369.11457867
1043,6872185.151616171
1044,12710468.545454198
1048,11669256.827372462
1054,15244045.481601892
1058,8678320.344903871
1059,6315250.785231287
1061,11325805.090312345
1068,2803354.501228594
1070,5977661.775467262
1075,11083408.324751882
1076,3442674.576720545
1078,7867568.953664927
1080,7658785.567008826
1082,13213464.457287319
1084,2172469.872679348
1085,6488545.761216557
1088,10974278.243681656
1091,10726898.289596468
1094,12643579.075297205
1096,8343452.86335688
1099,8575057.521142185
1101,8836518.777097743
1103,8882339.770303106
1107,10022944.08256833
1108,9631117.106731242
1110,7172273.397619493
1117,9054480.763408002
1119,9965890.270436808
1120,8458593.732729144
1122,7066015.690271203
1130,15163763.832607219
1136,13126514.428659478
1137,7216256.097728453
1139,11714881.117122678
1140,10383896.15808542
1141,12322693.581156678
1144,9419956.18962046
1148,8417874.566290762
1165,8482276.303691924
1168,13950203.38233882
1174,10250722.163708845
1179,8927670.184532514
1187,10648647.567814244
1188,9272330.710877227
1190,2985941.9407705953
1196,7567708.026307982
1197,4138209.5453780713
1200,8864776.495321764
1201,9603486.519714914
1203,4971358.872324227
1205,7892034.362399274
1208,8189801.523928876
1212,7901542.274307286
1213,7594391.666414386
1214,10666040.400685966
1217,7345090.059925008
1224,5930845.369416698
1228,9787208.307976922
1229,6609165.643517227
1239,7244344.726748944
1240,7337801.22637506
1247,10473014.14993742
1259,12029053.703856641
1261,8455531.59975762
1265,9436984.803469006
1268,8120592.592909989
1269,515482.2098003476
1271,12657254.771718705
1274,8156949.778838918
1275,7701050.982763213
1276,9432847.290052157
1277,3591612.746774048
1278,8282504.896016052
1288,6326293.963591335
1291,7308508.801528954
1296,8712904.165085595
1297,7864680.539969285
1302,12136243.45061451
1304,9938496.992235964
1306,7950441.582559888
1307,2985572.91791848
1309,2188540.1950530955
1310,8068473.485037854
1314,6614510.615649486
1316,8205570.41541315
1317,12673758.76366137
1323,5345525.106736406
1324,7757783.854540884
1325,8323751.554921728
1326,1728963.0638007678
1331,5100202.802531361
1333,6046804.694835407
1334,7805874.563460371
1335,7259670.127822938
1337,8382830.429825154
1347,10345275.477377731
1348,5574162.1089926
1354,7306860.292869334
1355,4712237.934445772
1358,10009188.913901415
1362,8698784.182483407
1363,6045529.245992398
1375,7852626.918480396
1377,8668812.414233187
1380,11106824.224557314
1382,6724593.511846539
1391,4792184.596173549
1397,6245080.00814553
1400,7353683.731886539
1401,6892603.648661471
1405,11955110.988230266
1408,6583171.99613857
1409,7296670.874697981
1411,7103581.6772406995
1417,5096350.429828157
1420,12382226.558067653
1421,9416981.168716209
1425,5917535.787983191
1428,5626313.962581798
1431,10665032.846787006
1436,7392994.159883091
1448,5581988.560727569
1450,6254068.423555927
1458,6653601.855221396
1459,10363716.270064997
1463,5567693.593847412
1471,11097474.336568829
1473,7656565.85334582
1474,7135933.8324472215
1476,9930258.358327184
1482,7338776.137706986
1487,7250279.217581136
1491,9797880.331297463
1496,4420681.622600817
1497,9012623.040027628
1498,10032038.888451751
1504,8688262.843279326
1507,9228218.387364373
1509,7360839.729858212
1513,6188788.28340827
1518,6582864.694905187
1519,5345525.106736406
1522,7818969.553759489
1532,9058144.051742304
1534,12318030.120473914
1538,8311579.419693599
1542,6814023.601486181
1544,6993558.131537848
1549,7901082.512268958
1558,7756049.191814304
1562,6446281.879956924
1563,6313358.670696929
1564,7291567.982306515
1565,3730400.4981670007
1568,5158953.474847067
1569,7008762.898541294
1570,5137942.985245432
1573,5240175.405045768
1574,6840428.773003239
1578,6370680.357811088
1580,9384862.831319481
1581,2617285.08498062
1585,6427178.281207335
1591,2861458.4638689407
1598,5438616.689177167
1600,7133712.973573928
1609,7006971.221843393
1614,7227673.685111393
1619,7119606.028792761
1628,6760594.340557106
1630,7154078.738422843
1633,5970228.659646284
1638,6329338.908522954
1651,2641523.237439524
1652,7285293.621348125
1659,6021632.814541826
1663,6632806.299527662
1667,1592465.056156818
1668,7191795.580905425
1670,8440983.138903668
1671,8595602.24112049
1675,5852915.322229397
1678,6551343.595550629
1681,7133819.89123517
1683,6546510.437092398
1687,7534823.712792198
1689,8708931.149368564
1690,6723647.737143902
1697,9475904.273493644
1700,6346934.092183087
1711,6587282.255966814
1713,4932728.537015271
1720,6184484.31494487
1723,9634515.07519847
1729,8147242.967047582
1730,6839632.026515754
1735,8339410.189165381
1736,7081389.322304938
1737,5030725.584543088
1738,6513260.382172697
1741,8120526.031461017
1747,8643026.773084544
1753,6379383.388278178
1755,7047092.525681327
1764,5316744.5317578195
1766,8950527.374073083
1770,2744052.0454385136
1775,4394009.597745801
1776,6094109.400045012
1783,7184791.311551137
1789,7636258.503267778
1794,7191795.580905425
1795,5483873.955449079
1799,9695769.447485132
1802,5454632.870184843
1805,468852.4402029604
1808,8377987.200851253
1811,5431079.565640032
1812,8337108.961696412
1813,7830326.632553243
1816,7762445.56686097
1817,8366970.540896904
1820,842918.8810845895
1828,7187284.040403944
1837,7978163.967625179
1838,8529507.615869412
1840,4915021.278300333
1841,9135738.139279202
1842,9523849.275253972
1843,5979244.184042351
1845,7856888.906044532
1847,4432478.501901919
1848,6738058.712900319
1853,5367247.028740108
1855,8178947.877310946
1856,7537692.54412708
1861,9065358.403543225
1864,7816648.810170791
1871,5820118.074947859
1873,4404857.915446752
1874,9466894.220083082
1875,8399616.764141891
1876,6094109.400045012
1877,4357655.827395483
1885,7521160.43076809
1887,6526903.398648213
1894,7768028.373877825
1896,8653885.313207904
1897,9195497.835473644
1905,6748661.816906646
1908,2941110.1492648837
1909,10537807.620447628
1912,5068103.210178723
1918,10900661.479059326
1922,9972743.762115939
1923,7050639.832567847
1926,7848637.683056766
1930,5826369.5428711055
1935,6494962.874002978
1949,5452841.70318143
1960,5576139.047172557
1967,6354724.0593906725
1968,7597763.508829835
1969,4583380.919640077
1973,5997891.232786434
1974,5807855.289053054
1976,1780310.9191553046
1977,6357408.124906312
1978,9393074.674093282
1982,8613290.93989894
1986,4157212.4829427465
1996,6841004.168497641
2002,4531818.00434661
2010,8888050.710596086
2013,7181592.820671078
2014,4353539.596691018
2024,6019677.236437139
2026,2016146.7314851054
2027,7063696.081925492
2028,5562286.743909747
2031,2160774.630442945
2033,5482317.970666609
2038,7603024.792804154
2041,4290705.841812041
2047,5562286.743909747
2054,5571945.83334002
2055,6954637.328853103
2057,6385552.154534975
2059,5453884.652046927
2062,5683388.947461143
2063,6334621.126974304
2074,1285927.7102791443
2077,5968284.87584758
2089,6749260.942948957
2092,7522586.60452159
2095,4097566.921699712
2099,7574719.489155348
2108,6946265.501516911
2116,3112453.2576293354
2117,7944919.148407682
2120,3684949.4386064443
2130,4814154.06419455
2131,1641385.3007417298
2133,5034224.575132081
2135,4833589.413146241
2138,2331141.7530671502
2139,7266176.039004603
2140,7671121.744806871
2143,4343252.831119645
2144,5623507.755768183
2146,4914481.463576979
2148,1551768.8602249625
2153,7683046.902866396
2160,3181710.6219915664
2173,5895307.262680548
2179,5855056.770444135
2180,7343852.17389723
2181,2331141.7530671502
2182,749438.275866791
2183,2343411.0241267583
2184,6519289.634388527
2189,2676280.7504482786
2190,6837296.748554123
2191,7133974.536273134
2192,7265644.659139071
2200,5187739.342275217
2205,3391855.9199085054
2206,6076357.84188616
2207,7235780.936929018
2212,4517836.827633971
2215,1661653.693799927
2219,5889902.521971008
2229,7790265.050081841
2232,4984666.825230059
2238,5159370.273601933
2241,7245354.670976809
2244,3694312.932314694
2247,434482.73215118365
2249,6344093.36427621
2250,1264916.5880038906
2254,6113886.186239096
2255,5688093.264597262
2262,6015950.991747253
2264,6118966.483562555
2268,7049058.486006637
2269,7268482.748538988
2281,2282134.193762413
2284,7772546.307204536
2288,4354238.81059445
2296,5583085.833543909
2299,7398177.513521926
2300,6636401.849762389
2302,7264951.902945635
2305,8509952.69603353
2310,4896270.652911525
2325,5946926.815614045
2327,4499388.0441217255
2332,6540712.466224185
2333,4567738.4120503655
2343,6399550.187653021
2347,8082443.182157155
2350,4286737.129172449
2356,6419355.35406699
2359,9568993.805709288
2365,4329224.663774613
2370,4107953.103527437
2372,7386524.366542901
2375,5007198.27077992
2382,5963091.279045727
2383,8050115.834830956
2386,4100839.6767014246
2390,6328599.884281277
2398,3190766.273190556
2403,6769609.802754168
2406,5439637.69269424
2411,4949912.427708
2418,3110122.284091649
2419,6063085.496196404
2422,6681912.483815676
2429,4662719.892502559
2430,6305720.764060314
2431,6409806.339857319
2434,5429370.972146513
2439,5927687.936477726
2443,6004333.745885146
2445,9658359.670305882
2449,7234260.570701215
2452,4288201.832380462
2456,5883086.863904126
2459,8665094.863584097
2465,5449005.405190528
2476,4292394.903903028
2485,5632585.721172692
2488,3130721.656187792
2490,7180098.5954765035
2491,6923075.588038659
2492,5482737.120248774
2501,2162065.1495155306
2503,6612447.329599448
2506,5816669.622352158
2508,5531132.81933558
2510,3218625.025046615
2513,7102163.686600014
2520,5550616.725589588
2521,4597579.960076755
2525,6325942.293759702
2526,1172754.641434202
2529,5153429.518875315
2530,3862440.078117759
2535,1718516.902368613
2536,3937322.702209489
2540,275492.2235441465
2543,1970138.6636081447
2547,4858594.468781772
2549,873784.5105502321
2558,4160002.6258304925
2559,3721949.6343957433
2562,5128352.281401266
2568,768392.1720993659
2570,3864465.594076076
2571,3684446.8173511284
2573,1748654.1267857729
2575,3882917.347530384
2576,3270367.682492631
2577,3247212.734427738
2578,3081428.931494689
2581,4637180.823907547
2582,4125162.3540570815
2583,5349698.059927909
2584,3836581.8372188145
2586,881957.1067111954
2587,4066877.264221143
2595,2706148.2424027766
2600,4314276.380272535
2603,4125162.3540570815
2604,4467991.593000815
2605,3088253.6217484805
2606,4409450.214840967
2610,5067768.0956630185
2613,4314491.821496347
2630,4955401.931081255
2631,896973.9828305762
2632,5156051.031416843
2652,4536165.477848614
2659,3361429.2133080387
2662,5340850.039087519
2665,1542452.7145565427
2667,4776366.786528599
2668,5665370.784584786
2672,3318715.797857995
2674,2908307.0857599718
2675,3088253.6217484805
2676,4307235.297622423
2678,3914925.351756425
2685,4243803.156364696
2689,2406807.497235044
2691,2678998.562671568
2694,4999516.08763351
2695,1736571.9786577313
2697,3482018.4775230945
2699,4590988.08779528
2700,3104310.7927564164
2701,2687210.137523407
2705,3918002.4627964958
2716,2797547.7994667767
2718,3278496.3248198554
2721,3278277.5264749783
2733,4562692.7037717905
2737,1820238.114798689
2739,5602290.492166015
2748,4266732.200164487
2749,3721387.4858026034
2752,3754057.6699152887
2753,2658772.879685489
2755,785317.9206296572
2765,2275716.47753437
2766,3088253.6217484805
2774,3903398.2288255286
2775,3864465.594076076
2776,4730690.203198576
2777,2275716.47753437
2779,3219879.2800633716
2785,5467757.047165303
2786,6508384.9068819685
2796,4505665.67812369
2797,2702889.417305279
2805,5002537.383227306
2807,4868763.427111574
2809,6826598.851511352
2810,3114657.18267287
2816,3322744.0259265355
2817,4162910.767213865
2819,4933072.792095378
2827,4082082.5523048285
2833,3566276.071004613
2835,5276274.417154527
2837,3616885.9381965687
2841,4771261.413145272
2842,5071349.753084329
2843,5020869.522882239
2851,2914721.2716484508
2854,6184626.895663314
2860,3107266.188867569
2863,2419172.571941519
2869,3848805.5064732796
2874,1527906.8390913997
2876,1309957.7246597284
2877,4142713.525676394
2878,3877123.561048672
2882,5741189.203457276
2887,3258969.283873035
2889,4024463.5512856897
2890,3494267.838746211
2903,4491246.951776916
2906,2150400.1919111297
2910,5239233.461933135
2912,5145620.694844572
2913,3072697.735829589
2918,4324147.179544057
2921,3264662.1455546715
2922,5207283.219455679
2925,6792774.319293581
2927,3695015.185898265
2930,3586446.631238662
2936,2928511.954354664
2937,2158039.6567858974
2943,4552328.7074952405
2946,473053.6573421461
2947,3097169.4156300514
2949,691796.3078574762
2952,3507105.16364769
2953,2688054.948204433
2955,3826062.503518984
2957,3206652.437415242
2960,3888487.1315661203
2962,2500985.977689263
2963,3856877.446436915
2969,5187148.952769512
2977,3081428.931494689
2979,3743860.0776151167
2980,5295156.982293991
2992,5309626.584846155
2994,5201523.013471587
3002,4028473.9276637305
3008,6199416.793698166
3009,1537594.4191916871
3011,3240904.742091842
3016,4802250.493487461
3022,4505168.910306703
3023,3913721.046255405
3031,3862440.078117759
3035,3578741.1398163233
3039,4324267.677701198
3045,7484635.448296533
3048,3822305.7201725254
3052,2947682.4195468617
3055,4992735.509978777
3056,4503859.930230397
3058,1677329.5756198617
3068,5043425.604736909
3069,5253889.356866714
3070,6081237.772018969
3072,4673577.8580248235
3073,4812610.114546619
3074,5415819.634253661
3075,4286756.060286465
3077,5172562.965147192
3080,3583591.0676922523
3091,5947650.09977831
3102,3334955.4327456756
3106,3324676.396476731
3116,3797598.9621663406
3123,2488953.146842052
3124,3591988.4662741325
3126,3905418.895803277
3130,3488440.066846384
3137,1529306.2415054375
3139,2018701.4682752765
3146,4571524.288223647
3147,4107914.727588112
3152,3661141.7585253636
3160,3208641.6668071807
3166,2861430.8805006295
3168,3519116.2353710406
3170,3380392.1909672725
3172,4151836.0395175274
3173,5352802.299779253
3176,922609.5720036211
3177,1861434.831501985
3197,3367819.6744717555
3200,4228026.208157066
3201,4169863.122414503
3204,3812218.584180513
3206,4369993.235057664
3210,3214175.3347202856
3219,2479675.473753929
3220,2454625.710758901
3229,2538610.262502418
3232,4775689.662900318
3235,2956790.962871056
3236,2685178.2392263263
3239,2211619.132884937
3240,695553.3086733592
3249,3184234.816364544
3257,3932841.8045748845
3260,5109725.054882283
3262,4228083.820500119
3264,2010418.5145513762
3267,3217320.1821788014
3268,2585977.053153303
3272,3490931.566617976
3278,4277826.983099301
3286,3095764.1711001173
3290,1986635.778346308
3291,2475544.1817300045
3292,4247144.21402692
3293,3227663.2556305225
3296,2292034.210794583
3305,3158708.4565281514
3308,3042933.605073139
3309,2904986.732196299
3315,2497745.565064826
3319,2767612.5622854447
3320,3044527.1992593473
3326,4362077.19918649
3330,4189131.5639942447
3333,2912120.126465746
3334,4871915.82189739
3337,3997235.1293197237
3341,3191381.6908110706
3342,3538477.8634759844
3343,2858998.2737905676
3345,3642194.6935038352
3346,3338531.894534832
3347,692647.1532857192
3355,3699400.4534195536
3358,2246878.9223472727
3359,2774354.5366870384
3361,5119912.7906221235
3362,4405769.483227644
3364,892700.6999799226
3365,2364590.483021164
3367,2928725.7354020053
3369,3795173.0262242234
3374,4015783.2905552723
3386,2704930.0240214337
3389,1741492.4833635539
3390,3158708.4565281514
3395,3202677.20838422
3403,3905920.6004167437
3410,2819722.3971211617
3411,3472100.928570802
3413,2350494.7571668564
3417,3762230.4306889763
3419,4109088.6791778915
3425,1733394.272569973
3426,1721584.6803876562
3429,713300.1440349205
3433,2856883.4375123214
3436,4238231.861235703
3445,1728361.1296347275
3447,3323510.3513077465
3448,4245883.4517021375
3454,2964941.9030093257
3461,2973603.5098414235
3468,3954103.1504918914
3470,2479675.473753929
3475,2350494.7571668564
3482,3197750.9104930162
3484,3087399.941286683
3491,5854253.99974007
3492,562348.5855089974
3496,2183783.4125882755
3500,3423595.7996057975
3514,420568.00914137776
3524,3853439.1193366703
3526,3979779.896390718
3527,4231957.262384974
3528,2930694.0494461185
3532,4360241.265009469
3534,3950168.341815668
3535,3351715.143949083
3539,4075941.062467363
3540,2912311.8208940146
3555,3277776.8983285767
3563,2202626.134577708
3569,2136080.2058114125
3572,4031667.4607964787
3575,3642194.6935038352
3584,3087016.757999063
3588,3836211.2596462597
3597,4139962.7596289758
3598,3174925.003077757
3601,2481204.2633424844
3612,3958415.3922729585
3614,2780455.9052801575
3615,1762798.930457302
3618,3975373.3672695407
3625,2589094.7881545615
3655,1304821.2347294993
3661,2338581.9795389255
3665,3937218.0314444825
3666,892700.6999799226
3675,3367819.6744717555
3683,5728577.332868718
3685,1996053.4042062068
3688,3529559.450104678
3690,4839969.316781053
3697,3053808.916008247
3710,1026535.7730365479
3716,2993387.657292439
3727,3145820.5381886153
3738,2553556.504449958
3745,2023200.9655830762
3749,4901822.319450734
3754,4616879.464600926
3776,2767024.668727942
3778,5476580.943429836
3784,3742752.840763309
3786,2481204.2633424844
3788,2232786.7925023995
3791,3586321.0401919
3803,3441236.938658177
3809,4487274.814716659
3811,2490951.6713571902
3817,2856942.9841298694
3820,3543165.286833913
3824,3261267.745363161
3826,2342968.322388802
3829,593100.0939493164
3831,3396121.6285507674
3832,3274649.1467304127
3836,1561561.6452964942
3845,3078755.2204583627
3846,2470950.9090417353
3848,2810080.243459114
3849,2291544.143837914
3857,1810384.671768415
3859,2289865.4729679017
3861,2708872.4185568583
3867,3214210.833240835
3876,2258951.0681027565
3877,2197428.750491288
3878,690799.6004290567
3883,1818931.9998150999
3885,2440797.1081206873
3889,1901862.3827484956
3890,2270531.155363368
3891,2891185.938975726
3913,2210468.1890288466
3920,3853593.5367311845
3922,1499965.6028284028
3930,2287829.944331852
3931,3264199.909473669
3934,4329005.324048444
3941,2907339.813787541
3942,691701.7299574165
3945,2288608.4075741204
3950,167649.66028894266
3951,1065671.3001972144
3959,338414.84742442897
3960,940323.3098353203
3962,1339718.674284827
3972,4364062.793608445
3982,1827700.6421661368
3984,2819318.9581340365
3986,1869180.9424506372
3988,3028802.1321109068
3989,3459957.8407071107
3990,2645472.4927717736
3991,2351508.5741677317
3995,1743232.952406095
3997,2131807.7127984692
4000,2671570.572472412
4002,2141804.905691464
4007,1831644.2286714988
4010,2479995.3992573414
4012,3174541.199183022
4013,1688070.525398913
4019,2242851.668252159
4028,144989.5080514075
4032,2536303.563538299
4035,2468298.307871169
4038,2110038.797363719
4040,3435075.284927568
4042,2296453.3383066813
4046,3228022.539465991
4054,2563976.1061532106
4065,3781526.0394191584
4073,1697814.2873796683
4074,928215.7459620334
4084,1682496.0812275691
4106,2361933.4994694735
4108,1099524.708511826
4109,1181299.6932652688
4110,3757500.246019957
4111,2294340.4358001896
4112,2819318.9581340365
4113,1439059.6548875133
4115,703514.5910606931
4119,1990686.9751844283
4123,3149038.1140540736
4129,2164411.5543762837
4131,1732969.696204834
4133,1326704.5453201202
4138,3207451.3113501947
4143,2008985.4907758725
4146,2008985.4907758725
4151,1724954.5127520221
4161,928215.7459620334
4163,2110038.797363719
4166,618981.3466777722
4168,2474548.573803361
4171,1820307.7130198106
4180,2121261.869719868
4185,1736019.2008776914
4189,3054055.3816176224
4190,1302396.983110312
4191,2371131.2002658034
4197,1733061.1288355247
4201,1740785.5192991863
4208,2444390.3671922875
4213,1696826.721622678
4219,3672640.0776659595
4221,3048392.4510632195
4226,1354983.297922
4233,2495361.834585255
4241,1344082.217257427
4245,3418753.169282844
4256,2247758.431004702
4261,2480460.824737502
4262,3193559.305600084
4268,330851.9917446601
4274,289819.2694592433
4278,1743232.952406095
4279,2158529.2352099614
4280,3208696.0797188166
4289,2288608.4075741204
4291,2836627.5636661407
4294,2566611.2579556666
4301,3054141.4591444554
4308,2374378.6044917535
4310,3411844.5239935187
4312,2649882.8355724784
4315,2525678.8499755333
4321,2741401.493788997
4325,2213320.405340976
4326,1939468.1776506347
4327,1755129.798236566
4328,821462.2674744038
4329,2051624.8058480814
4341,1838231.7847428278
4343,2099170.9921355606
4349,2482296.4113680674
4350,1354983.297922
4357,1951010.541039973
4359,1832436.7139343105
4362,540340.0335096878
4364,1715522.6770499875
4366,1902419.4745625015
4369,541438.1180384407
4376,2896739.7681311322
4380,2896036.484455145
4381,2433256.580171136
4383,1181299.6932652688
4388,1917577.3080631548
4395,3858237.028687424
4396,2852079.0703803007
4407,1561706.377814384
4414,2400294.1296531707
4415,1568818.47946752
4416,3352223.3945854236
4419,699727.1302333528
4425,2361933.4994694735
4427,3171875.38720847
4432,1715522.6770499875
4433,2451403.195387904
4435,3078755.2204583627
4440,3210727.2029601387
4441,686752.3085786505
4443,1612367.4360130453
4446,3862134.961404222
4454,2919566.6695146477
4462,2118784.7682048334
4474,3044751.559632458
4481,965930.5126010522
4484,3758417.843365468
4489,1992142.9281490063
4491,1898512.0997098356
4492,2431606.9731749706
4505,1443160.8862075214
4510,1345505.4569941268
4520,2132472.3815917852
4521,2208276.4892394613
4522,2160962.9988114927
4529,920110.6296168775
4531,1677711.0651338892
4532,1917974.739837866
4557,2168115.939378793
4561,2273587.631748141
4562,2177740.6371775335
4564,1562895.2751572768
4566,1002617.8394675811
4571,2371449.6913419915
4581,2378576.641532498
4584,3530726.666172376
4585,1955898.4442799184
4590,2167782.5751314764
4594,2001864.0461236401
4595,1319462.8772061064
4596,1867162.0412737436
4598,2029115.2103351986
4601,2168115.939378793
4604,3055619.720146388
4605,2950481.0204406846
4610,1918025.7382504328
4618,1670541.3399036601
4619,2117390.618271467
4620,1263273.9856199368
4623,2693366.9052757383
4628,1519342.6192720425
4635,1649085.885607953
4645,1310177.0498071103
4652,2322237.787235211
4654,1372396.0805658554
4655,2371449.6913419915
4656,1888005.808034033
4657,660865.8370100913
4661,722918.2091835991
4662,1293449.7089998769
4663,709012.8724837141
4665,2121616.7322306004
4670,1976057.5965520611
4671,1996931.2328973794
4672,2257716.153864192
4675,1273468.8846355227
4676,1377328.9275851802
4678,2295913.183560428
4681,1195288.2092207058
4684,1715752.6639936005
4687,1195288.2092207058
4697,2774434.313136074
4705,1925481.799538868
4707,1925429.94764109
4714,1808952.5274320524
4715,1801309.7814681204
4717,1476566.458072946
4721,1391315.6307396684
4725,2182081.3489801236
4726,1603289.2018489158
4730,2410870.6914385795
4732,1847051.216293339
4734,1833108.4204835996
4735,1444523.477041177
4741,1862091.557250292
4750,2137552.747558579
4757,1462617.7153829627
4760,2159589.9331102897
4765,1583856.8509432673
4767,1193398.172119218
4769,1689531.3583345804
4770,891745.8648990286
4773,1439182.0289132926
4775,862298.2461226888
4779,1928829.2490603665
4783,3715841.484591444
4787,1369547.2855803769
4794,2119026.357579998
4796,2335992.0085578337
4797,1459364.8467493493
4801,2179928.9171419735
4806,1892747.918495034
4808,2387124.090165523
4814,3144213.8863848057
4820,1678107.8301065564
4825,1819477.334243027
4828,2125883.7044178485
